City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Pangai,TO,2022-04-26 16:04:36,-19.8,-174.35,76.53,74,100,8.16
294,Eyl,SO,2022-04-26 16:04:36,7.9803,49.8164,82.81,71,75,11.74
295,Vao,NC,2022-04-26 16:04:36,-22.6667,167.4833,73.47,66,100,19.01
296,Viedma,AR,2022-04-26 16:04:37,-40.8135,-62.9967,63.0,38,100,19.19
297,Olafsvik,IS,2022-04-26 16:04:37,64.8945,-23.7142,43.12,75,100,8.52
298,Annau,TM,2022-04-26 16:04:38,37.8876,58.516,77.36,35,100,3.44
299,Edelira,PY,2022-04-26 16:04:38,-26.75,-55.2667,87.51,53,2,7.94
300,Waipawa,NZ,2022-04-26 16:04:38,-41.4122,175.5153,52.61,85,90,0.54
301,Tual,ID,2022-04-26 16:04:39,-5.6667,132.75,83.91,73,95,5.86
302,Bay Roberts,CA,2022-04-26 16:04:39,47.5999,-53.2648,43.66,82,100,10.0
303,Bereda,ES,2022-04-26 16:04:40,43.2686,-7.5406,58.57,83,99,2.93
304,Hirara,JP,2022-04-26 16:04:40,24.8,125.2833,78.69,92,41,17.65
305,Seoul,KR,2022-04-26 16:03:26,37.5683,126.9778,65.59,15,86,13.42
306,La Canada,MX,2022-04-26 16:04:41,20.6167,-100.3167,70.12,49,40,16.11
307,Isabela,PH,2022-04-26 16:04:41,6.7085,121.9711,77.94,92,100,5.55
308,Harpanahalli,IN,2022-04-26 16:04:41,14.8,75.9833,90.73,28,66,4.54
309,Northam,GB,2022-04-26 16:04:42,51.0333,-4.2167,54.21,70,22,10.71
310,Belaya Gora,RU,2022-04-26 16:04:42,68.5333,146.4167,4.86,98,100,5.01
311,Bubaque,GW,2022-04-26 16:04:43,11.2833,-15.8333,79.77,73,75,14.16
312,Rongcheng,CN,2022-04-26 16:04:43,30.634,117.8517,65.26,94,100,4.68
313,Margate,GB,2022-04-26 16:04:53,51.3813,1.3862,54.7,63,12,4.0
314,Santa Marta,CO,2022-04-26 16:02:03,11.2408,-74.199,87.89,67,77,1.99
315,Chibombo,ZM,2022-04-26 16:04:54,-14.6569,28.0706,69.4,73,68,8.79
316,Porosozero,RU,2022-04-26 16:04:54,62.7191,32.727,33.96,84,93,14.18
317,Marfino,RU,2022-04-26 16:04:55,55.7028,37.3822,58.95,50,0,6.71
318,Ushtobe,KZ,2022-04-26 16:04:55,45.2514,77.9838,54.86,40,1,15.86
319,Huarmey,PE,2022-04-26 16:04:55,-10.0681,-78.1522,72.18,76,79,9.1
320,Morondava,MG,2022-04-26 16:04:56,-20.2833,44.2833,80.22,75,100,6.69
321,Monrovia,LR,2022-04-26 16:04:56,6.3005,-10.7969,91.17,73,100,7.31
322,Luau,AO,2022-04-26 16:04:56,-10.7073,22.2247,73.72,70,74,1.23
323,Dzhubga,RU,2022-04-26 16:04:57,44.3211,38.7039,62.33,73,27,2.19
324,Westport,US,2022-04-26 16:00:26,41.1415,-73.3579,58.73,94,100,3.0
325,Okhotsk,RU,2022-04-26 16:04:57,59.3833,143.3,21.97,84,5,5.61
326,Saint Andrews,US,2022-04-26 16:02:37,34.0454,-81.1293,84.65,57,6,11.14
327,Sueca,ES,2022-04-26 16:04:58,39.2026,-0.3111,69.96,73,95,7.0
328,Vrangel,RU,2022-04-26 16:04:58,42.7297,133.0839,46.0,78,100,10.74
329,Te Anau,NZ,2022-04-26 16:04:58,-45.4167,167.7167,44.96,88,40,1.03
330,Comodoro Rivadavia,AR,2022-04-26 16:04:59,-45.8667,-67.5,58.86,33,20,20.71
331,Hofn,IS,2022-04-26 16:04:59,64.2539,-15.2082,45.81,78,59,12.55
332,Suba,PH,2022-04-26 16:04:59,10.8438,121.0102,84.4,80,100,17.65
333,Malanje,AO,2022-04-26 16:05:00,-9.5402,16.341,71.06,87,65,3.71
334,Coxim,BR,2022-04-26 16:05:00,-18.5067,-54.76,96.42,32,34,10.25
335,Betsiamites,CA,2022-04-26 16:05:01,48.9413,-68.646,39.94,97,100,6.78
336,Ballina,AU,2022-04-26 16:05:01,-28.8667,153.5667,62.02,99,100,5.53
337,Pacific Grove,US,2022-04-26 16:05:02,36.6177,-121.9166,56.88,83,100,17.0
338,Sur,OM,2022-04-26 16:05:02,22.5667,59.5289,88.38,51,16,2.57
339,Barreirinha,BR,2022-04-26 16:05:03,-2.7933,-57.07,86.18,66,100,5.35
340,Manta,EC,2022-04-26 16:00:13,-0.95,-80.7333,77.83,79,99,7.83
341,Mogadishu,SO,2022-04-26 16:00:11,2.0371,45.3438,82.63,71,53,4.68
342,Mehamn,NO,2022-04-26 16:05:03,71.0357,27.8492,19.35,68,75,25.32
343,Sola,VU,2022-04-26 16:05:04,-13.8833,167.55,81.05,75,97,18.45
344,Hue,VN,2022-04-26 16:00:31,16.4667,107.6,84.31,70,20,2.3
345,Koslan,RU,2022-04-26 16:05:05,63.4564,48.8989,38.35,92,100,10.22
346,Souillac,MU,2022-04-26 16:05:05,-20.5167,57.5167,77.38,78,40,11.5
347,Nantucket,US,2022-04-26 16:05:06,41.2835,-70.0995,53.71,77,20,16.11
348,Jensen Beach,US,2022-04-26 16:04:10,27.2545,-80.2298,83.07,65,40,10.36
349,Chumikan,RU,2022-04-26 16:05:06,54.7183,135.315,25.07,91,100,1.48
350,Ulladulla,AU,2022-04-26 16:05:07,-35.35,150.4667,59.9,93,100,3.8
351,San Policarpo,PH,2022-04-26 16:05:07,12.1791,125.5072,80.83,85,100,8.66
352,Kahone,SN,2022-04-26 16:05:08,14.15,-16.0333,103.5,13,20,13.76
353,Nishihara,JP,2022-04-26 16:05:08,26.1842,127.7558,78.46,99,100,17.27
354,Narasannapeta,IN,2022-04-26 16:05:09,18.4167,84.05,82.53,84,3,9.17
355,Verkhoyansk,RU,2022-04-26 16:05:09,67.5447,133.385,2.62,100,64,2.48
356,Abilene,US,2022-04-26 16:05:00,32.4487,-99.7331,65.17,33,0,16.11
357,Thenzawl,IN,2022-04-26 16:05:10,23.3167,92.75,69.55,79,0,1.86
358,Rocha,UY,2022-04-26 16:05:10,-34.4833,-54.3333,73.94,77,98,10.8
359,Kavaratti,IN,2022-04-26 16:05:11,10.5669,72.642,85.96,68,52,5.73
360,Bergen,NO,2022-04-26 16:05:11,60.392,5.328,54.88,50,20,17.27
361,Kalmunai,LK,2022-04-26 16:05:22,7.4167,81.8167,82.31,73,83,5.37
362,Beloha,MG,2022-04-26 16:05:22,-25.1667,45.05,76.84,66,100,8.63
363,Ulaanbaatar,MN,2022-04-26 16:05:16,47.9077,106.8832,15.93,45,0,2.24
364,Buala,SB,2022-04-26 16:05:23,-8.145,159.5921,79.99,82,55,2.1
365,Labuhan,ID,2022-04-26 16:05:23,-6.8844,112.2051,79.81,83,83,2.51
366,Novorozhdestvenskaya,RU,2022-04-26 16:05:24,45.8619,39.9542,69.21,76,78,7.9
367,Urucara,BR,2022-04-26 16:05:24,-2.5364,-57.76,86.63,64,100,5.35
368,Kiama,AU,2022-04-26 16:04:06,-34.6833,150.8667,63.0,94,99,3.98
369,Fare,PF,2022-04-26 16:05:25,-16.7,-151.0167,81.63,75,10,20.54
370,Saldanha,ZA,2022-04-26 16:05:25,-33.0117,17.9442,60.42,73,0,17.83
371,Manggar,ID,2022-04-26 16:05:26,-2.8833,108.2667,80.6,78,99,1.7
372,Vanimo,PG,2022-04-26 16:05:26,-2.6741,141.3028,79.14,85,97,5.91
373,Neiafu,TO,2022-04-26 16:05:27,-18.65,-173.9833,70.48,94,75,0.0
374,Trincomalee,LK,2022-04-26 16:05:27,8.5711,81.2335,84.18,72,87,6.51
375,Necochea,AR,2022-04-26 16:05:28,-38.5473,-58.7368,70.12,68,33,18.79
376,Bend,US,2022-04-26 16:05:08,44.0582,-121.3153,44.38,54,75,7.0
377,Srednekolymsk,RU,2022-04-26 16:05:28,67.45,153.6833,15.24,95,100,11.86
378,Alice Springs,AU,2022-04-26 16:05:28,-23.7,133.8833,56.75,72,47,0.0
379,Przeworsk,PL,2022-04-26 16:05:29,50.0591,22.4941,51.93,72,87,4.0
380,Pangody,RU,2022-04-26 16:05:29,65.85,74.4859,30.29,94,100,10.94
381,Corrente,BR,2022-04-26 16:05:30,-3.7367,-43.3394,89.08,50,87,5.19
382,Umm Kaddadah,SD,2022-04-26 16:05:30,13.6017,26.6876,95.47,14,98,1.83
383,Korla,CN,2022-04-26 16:05:30,41.7597,86.1469,62.11,34,24,8.03
384,Codrington,AU,2022-04-26 16:05:31,-38.2667,141.9667,60.82,73,100,9.06
385,Mandalgovi,MN,2022-04-26 16:05:31,45.7625,106.2708,36.55,20,100,10.31
386,Veraval,IN,2022-04-26 16:05:32,20.9,70.3667,82.92,70,0,13.47
387,Tura,IN,2022-04-26 16:05:32,25.5198,90.2201,75.36,70,0,3.6
388,Aden,YE,2022-04-26 16:05:33,12.7794,45.0367,84.04,79,17,13.65
389,Cap Malheureux,MU,2022-04-26 16:05:33,-19.9842,57.6142,76.46,76,0,1.01
390,Kasamwa,TZ,2022-04-26 16:05:33,-2.85,32.4333,68.4,88,67,3.51
391,Brainerd,US,2022-04-26 16:03:33,46.358,-94.2008,30.22,55,100,10.36
392,Catumbela,AO,2022-04-26 16:05:34,-12.4314,13.5472,78.53,80,45,4.23
393,Rawson,AR,2022-04-26 16:05:34,-43.3002,-65.1023,62.24,33,100,28.27
394,Makaleng,BW,2022-04-26 16:05:34,-20.9,27.2833,72.99,56,67,14.43
395,Puerto Escondido,MX,2022-04-26 16:05:35,15.85,-97.0667,86.83,70,20,5.75
396,Novikovo,RU,2022-04-26 16:05:35,51.1537,37.8879,62.53,66,60,9.86
397,Uray,RU,2022-04-26 16:05:36,60.1247,64.7758,48.63,77,80,12.26
398,Vila Franca Do Campo,PT,2022-04-26 16:05:36,37.7167,-25.4333,64.81,64,20,10.22
399,Mikhaylovka,RU,2022-04-26 16:05:36,50.06,43.2379,72.79,59,99,8.37
400,Redmond,US,2022-04-26 16:04:34,47.674,-122.1215,50.09,77,94,5.99
401,Cassilandia,BR,2022-04-26 16:05:37,-19.1133,-51.7342,90.19,36,5,9.37
402,Sorland,NO,2022-04-26 16:05:38,67.667,12.6934,30.06,51,100,20.49
403,Antsohihy,MG,2022-04-26 16:05:39,-14.8796,47.9875,78.1,80,83,1.99
404,Pangnirtung,CA,2022-04-26 16:05:39,66.1451,-65.7125,-1.01,76,9,3.44
405,Zarate,AR,2022-04-26 16:05:39,-34.0981,-59.0286,77.94,75,84,11.81
406,Huanren,CN,2022-04-26 16:05:40,41.2647,125.3667,42.39,51,2,8.39
407,Hadrut,AZ,2022-04-26 16:05:40,39.52,47.0318,63.01,57,100,2.35
408,Saint-Pierre,RE,2022-04-26 16:05:51,-21.3393,55.4781,74.88,76,0,4.61
409,Narsaq,GL,2022-04-26 16:05:51,60.9167,-46.05,39.42,87,100,2.89
410,Springbok,ZA,2022-04-26 16:05:52,-29.6643,17.8865,67.26,15,0,8.75
411,Olga,RU,2022-04-26 16:05:52,43.7444,135.2892,44.98,89,100,9.08
412,Guadalupe Y Calvo,MX,2022-04-26 16:05:53,26.1,-106.9667,69.6,32,0,4.61
413,Havre-Saint-Pierre,CA,2022-04-26 16:05:54,50.2334,-63.5986,37.24,94,100,6.44
414,Mirpur Khas,PK,2022-04-26 16:05:54,25.5251,69.0159,91.36,36,0,20.2
415,Husavik,IS,2022-04-26 16:05:54,66.0449,-17.3389,41.76,83,100,6.26
416,Hambantota,LK,2022-04-26 16:05:55,6.1241,81.1185,80.94,100,21,2.3
417,Cairns,AU,2022-04-26 16:05:55,-16.9167,145.7667,76.95,91,100,9.22
418,San Quintin,MX,2022-04-26 16:05:55,30.4833,-115.95,67.17,56,51,4.7
419,Bilma,NE,2022-04-26 16:05:56,18.6853,12.9164,104.2,6,0,8.52
420,Bargarh,IN,2022-04-26 16:05:56,21.3333,83.6167,94.28,11,3,5.26
421,Roebourne,AU,2022-04-26 16:05:56,-20.7833,117.1333,80.82,53,99,12.53
422,Berlevag,NO,2022-04-26 16:05:57,70.8578,29.0864,19.4,83,100,38.41
423,Mukhen,RU,2022-04-26 16:05:57,48.1,136.1,37.11,99,100,3.22
424,Fujin,CN,2022-04-26 16:05:58,47.26,132.0322,38.68,92,80,5.06
425,Shimanovsk,RU,2022-04-26 16:05:58,52.0,127.7,35.37,52,78,11.74
426,Roma,US,2022-04-26 16:03:51,43.2128,-75.4557,56.73,90,100,3.44
427,Koani,TZ,2022-04-26 16:05:58,-6.1333,39.2833,74.19,90,100,9.66
428,Saint-Michel-Des-Saints,CA,2022-04-26 16:04:41,46.6834,-73.9159,50.94,78,100,8.81
429,Thunder Bay,CA,2022-04-26 16:01:45,48.4001,-89.3168,23.29,75,100,5.01
430,Puerto Maldonado,PE,2022-04-26 16:05:59,-12.6,-69.1833,88.2,66,20,3.44
431,Havelock,US,2022-04-26 16:05:59,34.8791,-76.9013,84.15,75,0,8.01
432,Storsteinnes,NO,2022-04-26 16:06:00,69.2408,19.2344,25.45,83,100,6.96
433,Llangefni,GB,2022-04-26 16:06:00,53.2556,-4.3106,57.06,56,40,11.5
434,Serik,TR,2022-04-26 16:06:01,36.9169,31.0989,66.74,60,91,3.44
435,Ouegoa,NC,2022-04-26 16:06:01,-20.35,164.4333,72.64,67,100,14.27
436,Livramento,BR,2022-04-26 16:06:01,-3.0254,-60.1803,90.28,62,40,10.36
437,Hibbing,US,2022-04-26 16:05:37,47.4272,-92.9377,24.15,63,100,16.11
438,Ryotsu,JP,2022-04-26 16:06:02,38.0833,138.4333,60.55,96,100,22.15
439,Turinsk,RU,2022-04-26 16:06:03,58.0458,63.696,50.77,76,98,9.69
440,Hargeysa,SO,2022-04-26 16:06:03,9.56,44.065,77.79,51,99,6.6
441,Batagay,RU,2022-04-26 16:06:04,67.6333,134.6333,0.52,99,51,1.3
442,Bowen,AU,2022-04-26 16:06:04,-20.0167,148.2333,75.07,83,90,14.03
443,Royal Palm Beach,US,2022-04-26 16:06:05,26.7084,-80.2306,82.99,63,40,10.36
444,Atambua,ID,2022-04-26 16:06:05,-9.1061,124.8925,71.73,79,81,2.73
445,Biala Podlaska,PL,2022-04-26 16:05:42,52.0324,23.1165,49.59,75,84,7.67
446,Kalabo,ZM,2022-04-26 16:06:06,-14.97,22.6814,77.59,46,59,5.03
447,Koutiala,ML,2022-04-26 16:06:06,12.3917,-5.4642,104.13,9,42,8.59
448,Camacupa,AO,2022-04-26 16:06:07,-12.0167,17.4833,72.0,63,100,3.02
449,Pervomayskoye,RU,2022-04-26 16:06:07,43.919,46.7102,62.31,48,1,17.22
450,Coihaique,CL,2022-04-26 16:04:59,-45.5752,-72.0662,41.61,81,75,6.91
451,Kirakira,SB,2022-04-26 16:06:08,-10.4544,161.9205,79.7,81,95,2.68
452,Trogir,HR,2022-04-26 16:06:09,43.5125,16.2517,68.79,52,20,9.22
453,Khurba,RU,2022-04-26 16:06:09,50.4072,136.8819,31.03,96,100,11.63
454,Henties Bay,NA,2022-04-26 16:06:10,-22.116,14.2845,64.09,72,0,11.56
455,Marystown,CA,2022-04-26 16:06:10,47.1666,-55.1483,45.93,66,100,11.74
456,Klaksvik,FO,2022-04-26 16:06:11,62.2266,-6.589,43.72,66,100,8.28
457,Dumka,IN,2022-04-26 16:06:22,24.2667,87.25,92.79,12,1,3.24
458,Marsa Matruh,EG,2022-04-26 16:06:23,31.3525,27.2453,69.37,47,23,7.61
459,Along,IN,2022-04-26 16:06:24,28.1667,94.7667,66.96,83,34,2.3
460,Coronel Oviedo,PY,2022-04-26 16:06:26,-25.4167,-56.45,88.23,59,1,10.38
461,Kuusamo,FI,2022-04-26 16:06:27,65.9667,29.1833,30.24,43,75,5.75
462,Myitkyina,MM,2022-04-26 16:06:27,25.3833,97.4,77.72,41,0,3.38
463,Fremont,US,2022-04-26 16:06:02,37.5483,-121.9886,60.17,74,0,14.97
464,Rivne,UA,2022-04-26 16:03:45,50.6231,26.2274,52.09,73,98,8.81
465,Clarence Town,AU,2022-04-26 16:06:29,-32.5833,151.7833,62.85,97,93,2.68
466,Hay River,CA,2022-04-26 16:02:54,60.8156,-115.7999,39.78,85,86,5.32
467,Laibin,CN,2022-04-26 16:06:30,23.7,109.2667,79.0,83,2,2.95
468,Poum,NC,2022-04-26 16:06:30,-20.2333,164.0167,75.27,64,100,13.85
469,Menongue,AO,2022-04-26 16:06:31,-14.6585,17.691,73.51,55,43,3.94
470,Meshchovsk,RU,2022-04-26 16:06:31,54.3244,35.2808,52.38,82,100,11.9
471,Kochi,IN,2022-04-26 16:06:31,9.9399,76.2602,78.78,78,17,6.69
472,Shitanjing,CN,2022-04-26 16:06:32,39.2342,106.3439,53.67,19,81,7.36
473,Wicklow,IE,2022-04-26 16:06:32,53.0,-6.4167,50.76,70,74,8.28
474,Usinsk,RU,2022-04-26 16:06:33,65.9939,57.5281,38.43,99,100,19.33
475,Touho,NC,2022-04-26 16:06:33,-20.7833,165.2333,74.53,60,100,18.43
476,Luwero,UG,2022-04-26 16:06:34,0.8492,32.4731,70.2,71,100,2.55
477,Tutrakan,BG,2022-04-26 16:06:34,44.05,26.6167,69.91,53,9,3.44
478,Eureka,US,2022-04-26 16:03:10,40.8021,-124.1637,52.57,82,16,7.0
479,Tadine,NC,2022-04-26 16:06:18,-21.55,167.8833,72.82,63,100,11.92
480,Port Hardy,CA,2022-04-26 16:02:43,50.6996,-127.4199,43.68,73,40,6.49
481,Kjollefjord,NO,2022-04-26 16:06:35,70.9457,27.3465,21.25,68,75,25.32
482,Ratnagiri,IN,2022-04-26 16:04:34,16.9833,73.3,84.31,68,2,6.29
483,Verkhnevilyuysk,RU,2022-04-26 16:06:35,63.4453,120.3167,12.34,97,16,1.43
484,Barranca,PE,2022-04-26 16:06:36,-10.75,-77.7667,70.83,75,31,8.57
485,Saint-Leu,RE,2022-04-26 16:06:36,-21.15,55.2833,74.26,73,7,2.13
486,Cayenne,GF,2022-04-26 16:05:22,4.9333,-52.3333,87.84,1,20,12.66
487,Tres Arroyos,AR,2022-04-26 16:06:37,-38.3739,-60.2798,65.48,79,88,18.32
488,Vikhorevka,RU,2022-04-26 16:06:37,56.1201,101.1636,40.59,77,100,7.09
489,Yeniseysk,RU,2022-04-26 16:06:11,58.4497,92.1703,32.7,99,100,3.33
490,Itarema,BR,2022-04-26 16:06:37,-2.9248,-39.9167,82.56,78,79,12.75
491,Longyan,CN,2022-04-26 16:06:38,25.1072,117.0225,72.21,92,79,2.13
492,Painesville,US,2022-04-26 16:06:38,41.7245,-81.2457,49.55,70,100,9.22
493,Erzin,TR,2022-04-26 16:06:38,36.9559,36.2,67.93,53,0,3.51
494,San Ramon,US,2022-04-26 16:06:04,37.7799,-121.978,58.6,78,75,14.97
495,Tazovskiy,RU,2022-04-26 16:06:39,67.4667,78.7,20.37,96,99,8.55
496,Creston,US,2022-04-26 16:06:39,41.0586,-94.3614,48.33,53,0,6.91
497,Tautira,PF,2022-04-26 16:06:40,-17.7333,-149.15,81.46,74,51,19.35
498,Tazmalt,DZ,2022-04-26 16:06:40,36.3868,4.3989,80.78,36,24,7.58
499,Bokoro,TD,2022-04-26 16:06:41,12.3807,17.0568,105.35,15,100,2.15
500,Santo Tomas,PH,2022-04-26 16:06:41,14.1079,121.1414,82.65,91,15,5.86
501,Fukue,JP,2022-04-26 16:06:41,32.6881,128.8419,66.04,96,100,13.02
502,Mandurah,AU,2022-04-26 16:06:52,-32.55,115.7,57.9,83,100,8.5
503,Bima,ID,2022-04-26 16:06:52,-8.4667,118.7167,74.03,88,85,1.79
504,Batagay-Alyta,RU,2022-04-26 16:06:53,67.8006,130.4114,6.71,97,100,4.05
505,Rovaniemi,FI,2022-04-26 16:06:53,66.5,25.7167,33.21,37,0,10.36
506,Vila,PT,2022-04-26 16:06:53,42.0304,-8.1588,51.69,88,41,8.66
507,Kuytun,RU,2022-04-26 16:06:54,54.3419,101.5036,34.18,58,95,4.0
508,Otane,NZ,2022-04-26 16:06:54,-39.8833,176.6333,49.87,89,96,2.66
509,Omboue,GA,2022-04-26 16:06:54,-1.5746,9.2618,82.67,76,100,8.5
510,Moshi,TZ,2022-04-26 16:06:55,-3.35,37.3333,72.19,83,100,3.06
511,Pringsewu,ID,2022-04-26 16:06:55,-5.3582,104.9744,76.21,92,100,1.32
512,Miandrivazo,MG,2022-04-26 16:06:56,-19.5167,45.4667,76.5,87,42,3.83
513,Katobu,ID,2022-04-26 16:06:56,-4.9408,122.5276,75.02,93,44,2.35
514,Trofors,NO,2022-04-26 16:06:57,65.5333,13.4063,31.87,74,99,9.84
515,Touros,BR,2022-04-26 16:06:57,-5.1989,-35.4608,85.14,67,28,15.84
516,Vuktyl,RU,2022-04-26 16:06:57,63.8567,57.3094,40.06,97,92,8.93
517,Kumluca,TR,2022-04-26 16:06:58,36.3703,30.2869,69.96,59,65,2.86
518,Lahij,YE,2022-04-26 16:06:58,13.1667,44.5833,81.52,62,13,8.05
519,Cuautepec,MX,2022-04-26 16:06:58,16.7,-99.0,87.48,41,52,4.56
520,Los Llanos De Aridane,ES,2022-04-26 16:06:59,28.6585,-17.9182,64.15,68,75,18.41
521,Shubarkuduk,KZ,2022-04-26 16:06:59,49.1447,56.4872,58.73,36,4,6.93
522,Jalu,LY,2022-04-26 16:06:59,29.0331,21.5482,95.83,8,43,13.62
523,Matara,LK,2022-04-26 16:07:00,5.9485,80.5353,79.52,86,28,0.25
524,Sibolga,ID,2022-04-26 16:07:00,1.7427,98.7792,77.45,86,100,3.94
525,Virginia Beach,US,2022-04-26 16:06:37,36.8529,-75.978,85.05,55,0,6.33
526,Honningsvag,NO,2022-04-26 16:07:01,70.9821,25.9704,20.95,73,100,26.46
527,Hami,CN,2022-04-26 16:07:01,42.8,93.45,57.7,48,96,15.43
528,Shingu,JP,2022-04-26 16:07:01,33.7333,135.9833,72.21,92,100,13.49
529,Flinders,AU,2022-04-26 16:02:18,-34.5833,150.8552,62.19,92,98,5.01
530,Dukat,RU,2022-04-26 16:07:02,62.55,155.55,12.2,96,100,4.52
531,Sugag,RO,2022-04-26 16:07:03,45.7667,23.6333,65.75,66,100,4.14
532,Shitkino,RU,2022-04-26 16:07:03,56.3703,98.3543,34.61,85,100,6.53
533,Nalut,LY,2022-04-26 16:07:03,30.3333,10.85,89.62,10,12,20.22
534,Gazojak,TM,2022-04-26 16:07:04,41.1875,61.4036,71.62,21,99,10.56
535,San Luis,AR,2022-04-26 16:07:06,-33.295,-66.3356,79.39,43,0,22.48
536,Kindu,CD,2022-04-26 16:07:06,-2.95,25.95,73.04,92,100,3.22
537,Sisimiut,GL,2022-04-26 16:07:07,66.9395,-53.6735,33.82,90,100,16.8
538,Rio Grande,BR,2022-04-26 16:07:07,-32.035,-52.0986,82.51,83,99,11.65
539,Praxedis Guerrero,MX,2022-04-26 16:07:07,31.3667,-106.0167,62.06,40,0,16.58
540,Staraya Toropa,RU,2022-04-26 16:07:08,56.2801,31.6702,48.36,64,99,2.71
541,Muleba,TZ,2022-04-26 16:07:08,-1.8397,31.6544,69.03,81,44,2.86
542,Samarinda,ID,2022-04-26 16:07:09,-0.5,117.15,73.67,98,89,0.63
543,George,ZA,2022-04-26 16:07:09,-33.963,22.4617,57.92,78,15,2.19
