City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Vila,PT,42.0304,-8.1588,59.7,52,100,2.19,overcast clouds
347,Dikson,RU,73.5069,80.5464,6.49,96,100,8.95,overcast clouds
348,San Cristobal,VE,7.7669,-72.225,77.18,74,79,5.79,broken clouds
349,Bandarbeyla,SO,9.4942,50.8122,82.13,89,40,8.84,scattered clouds
350,Kaitangata,NZ,-46.2817,169.8464,54.01,94,100,1.34,light rain
351,Aklavik,CA,68.2191,-135.0107,41.0,60,0,10.36,clear sky
352,Ust-Tsilma,RU,65.441,52.1498,38.5,93,78,6.26,broken clouds
353,Ambunti,PG,-4.2365,142.8448,74.79,99,41,1.12,scattered clouds
354,Ukiah,US,39.1502,-123.2078,67.44,53,20,13.8,few clouds
355,Nancha,CN,47.1333,129.2667,36.1,88,0,3.2,clear sky
356,Honiara,SB,-9.4333,159.95,81.19,83,89,6.96,overcast clouds
357,Tateyama,JP,34.9833,139.8667,63.1,90,33,4.21,scattered clouds
358,Henties Bay,NA,-22.116,14.2845,57.65,87,0,12.53,clear sky
359,Pangnirtung,CA,66.1451,-65.7125,24.89,75,100,2.75,overcast clouds
360,Waipawa,NZ,-41.4122,175.5153,58.64,70,61,17.34,broken clouds
361,Jumla,NP,29.2747,82.1838,52.52,87,83,0.92,broken clouds
362,Hualmay,PE,-11.0964,-77.6139,69.62,75,19,10.42,few clouds
363,Ridgecrest,US,35.6225,-117.6709,87.66,15,0,29.93,clear sky
364,Arraial Do Cabo,BR,-22.9661,-42.0278,75.16,83,40,9.22,scattered clouds
365,Paamiut,GL,61.994,-49.6678,33.78,87,50,14.58,scattered clouds
366,Sembe,CG,1.6481,14.5806,70.05,98,93,2.01,overcast clouds
367,Greensburg,US,40.3015,-79.5389,52.0,89,100,10.36,light rain
368,Thinadhoo,MV,0.5333,72.9333,84.07,77,58,15.43,broken clouds
369,Olafsvik,IS,64.8945,-23.7142,43.74,84,100,15.57,overcast clouds
370,Aldan,RU,58.6031,125.3894,33.62,78,44,12.19,scattered clouds
371,Katangli,RU,51.7102,143.2326,30.7,98,100,8.7,light snow
372,Kutum,SD,14.2,24.6667,79.11,9,23,10.2,few clouds
373,Jalu,LY,29.0331,21.5482,74.77,36,99,15.35,overcast clouds
374,Bodden Town,KY,19.2833,-81.25,86.94,70,20,10.36,few clouds
375,Edinburg,GB,55.9521,-3.1965,54.48,86,0,4.61,clear sky
376,Dillon,US,34.4166,-79.3712,76.98,63,71,9.84,broken clouds
377,Hamilton,US,39.1834,-84.5333,62.76,71,100,16.11,overcast clouds
378,Amahai,ID,-3.3333,128.9167,79.23,88,67,3.44,broken clouds
379,Ust-Ilimsk,RU,58.0006,102.6619,37.76,56,98,13.49,overcast clouds
380,Esmeraldas,BR,-19.7625,-44.3139,78.91,73,1,3.47,clear sky
381,Husavik,IS,66.0449,-17.3389,40.28,73,100,2.86,overcast clouds
382,Pitimbu,BR,-7.4706,-34.8086,75.79,79,95,8.48,overcast clouds
383,Fountain Hills,US,33.6117,-111.7174,99.66,8,0,9.22,clear sky
384,Kantemirovka,RU,49.7089,39.8592,44.17,57,8,6.4,clear sky
385,Wuda,CN,39.4994,106.7117,57.6,62,100,6.71,overcast clouds
386,Korsakovo,RU,53.2677,37.3569,48.51,73,99,7.45,overcast clouds
387,Nago,JP,26.5881,127.9761,76.05,93,97,5.97,overcast clouds
388,Kahului,US,20.8947,-156.47,80.96,67,40,18.41,scattered clouds
389,Malakal,SS,9.5334,31.6605,86.88,49,73,4.97,broken clouds
390,Araouane,ML,18.9048,-3.5265,91.06,12,0,12.26,clear sky
391,Bahia De Caraquez,EC,-0.6,-80.4167,80.78,83,72,9.82,broken clouds
392,Prince George,CA,53.9166,-122.753,47.64,60,20,5.75,few clouds
393,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,90,20,12.66,few clouds
394,Aksu,CN,41.1231,80.2644,69.13,34,3,4.5,clear sky
395,College,US,64.8569,-147.8028,50.29,80,75,0.0,broken clouds
396,Orcopampa,PE,-15.2661,-72.3417,57.88,41,28,12.35,scattered clouds
397,Sao Lourenco,BR,-22.1164,-45.0544,63.55,85,20,3.76,few clouds
398,Seymchan,RU,62.8833,152.4333,33.46,86,100,6.82,overcast clouds
399,Ibadan,NG,7.3878,3.8964,75.27,88,65,4.25,broken clouds
400,Kalabo,ZM,-14.97,22.6814,71.69,44,55,4.47,broken clouds
401,Angoram,PG,-4.0625,144.0661,74.88,99,70,1.92,broken clouds
402,Xinyu,CN,27.8043,114.9334,67.87,96,100,3.33,overcast clouds
403,Tual,ID,-5.6667,132.75,85.32,75,23,19.39,few clouds
404,Zeya,RU,53.75,127.2667,35.87,58,6,2.15,clear sky
405,Domna,RU,51.8971,113.1573,44.76,60,60,6.71,broken clouds
406,Saint-Andre-Avellin,CA,45.7168,-75.066,60.93,31,4,9.33,clear sky
407,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,81,0,14.09,clear sky
408,Merrill,US,45.1805,-89.6835,70.57,21,0,12.66,clear sky
409,Zonguldak,TR,41.25,31.8333,38.98,92,4,3.0,clear sky
410,Harper,LR,4.375,-7.7169,81.32,81,100,8.12,overcast clouds
411,Chiredzi,ZW,-21.05,31.6667,69.21,49,43,4.94,scattered clouds
412,Mackenzie,CA,55.2999,-123.1698,43.02,75,75,4.61,broken clouds
413,Shahrud,IR,36.4182,54.9763,66.36,47,100,3.2,overcast clouds
414,Vaitape,PF,-16.5167,-151.75,81.32,75,3,6.78,light rain
415,Mozelos,PT,41.8677,-8.3978,69.24,68,100,3.74,overcast clouds
416,Yershichi,RU,53.6725,32.7542,52.11,74,85,9.31,overcast clouds
417,Boende,CD,-0.2167,20.8667,72.68,89,68,3.38,broken clouds
418,Nhulunbuy,AU,-12.2333,136.7667,83.01,74,40,11.5,scattered clouds
419,Lethem,GY,3.3803,-59.7968,80.67,76,100,2.51,overcast clouds
420,Durban,ZA,-29.8579,31.0292,70.02,91,6,1.99,clear sky
421,Nurota,UZ,40.5614,65.6886,77.2,34,0,7.34,clear sky
422,Vila Franca Do Campo,PT,37.7167,-25.4333,64.81,92,95,1.83,overcast clouds
423,Den Helder,NL,52.9599,4.7593,52.99,83,20,14.0,few clouds
424,Vangaindrano,MG,-23.35,47.6,71.42,95,32,5.12,scattered clouds
425,Sohag,EG,26.557,31.6948,79.09,12,20,8.32,few clouds
426,Duminichi,RU,53.9345,35.1099,46.78,85,96,5.79,overcast clouds
427,Ozernovskiy,RU,51.5,156.5167,41.27,89,100,0.49,overcast clouds
428,San Quintin,MX,30.4833,-115.95,65.95,69,8,14.83,clear sky
429,Beira,MZ,-19.8436,34.8389,71.69,94,0,3.44,clear sky
430,Bartica,GY,6.4,-58.6167,82.72,96,100,2.77,light rain
431,Gao,ML,16.6362,1.637,94.57,13,100,4.94,overcast clouds
432,Darhan,MN,49.4867,105.9228,43.09,68,1,7.76,clear sky
433,Zyryanovsk,KZ,49.7386,84.2719,46.45,81,100,4.97,overcast clouds
434,Lalibela,ET,12.0333,39.0333,64.62,53,86,6.53,overcast clouds
435,Duki,PK,30.1541,68.5728,81.05,13,0,8.14,clear sky
436,Yataity,PY,-26.3667,-56.0667,61.77,80,92,3.27,overcast clouds
437,Vostok,RU,46.4856,135.8833,33.33,92,100,3.98,overcast clouds
438,Guanica,PR,17.9716,-66.908,86.29,73,25,4.0,scattered clouds
439,Sines,PT,37.9562,-8.8698,60.3,88,27,6.98,scattered clouds
440,Peace River,CA,56.2501,-117.286,41.31,81,100,20.71,light rain
441,Katherine,AU,-14.4667,132.2667,66.52,39,2,9.22,clear sky
442,Bairiki,KI,1.3292,172.9752,82.4,78,20,13.8,few clouds
443,Clyde River,CA,70.4692,-68.5914,21.43,79,20,2.3,few clouds
444,Luanda,AO,-8.8368,13.2343,78.8,89,40,4.61,scattered clouds
445,Otradnoye,RU,59.7775,30.8181,53.87,88,100,5.19,overcast clouds
446,Russkaya Polyana,UA,49.417,31.9201,50.5,59,97,6.62,overcast clouds
447,Ahipara,NZ,-35.1667,173.1667,60.75,76,33,4.76,scattered clouds
448,Muzhi,RU,65.3667,64.6667,34.07,95,100,5.97,overcast clouds
449,San Rafael,AR,-34.6177,-68.3301,75.79,22,0,16.2,clear sky
450,Vilyuysk,RU,63.7553,121.6247,34.11,96,100,6.58,overcast clouds
451,Beringovskiy,RU,63.05,179.3167,33.44,85,99,7.99,overcast clouds
452,Port Hardy,CA,50.6996,-127.4199,48.38,66,75,2.3,light intensity shower rain
453,Gualeguay,AR,-33.1416,-59.3097,67.33,73,5,7.29,clear sky
454,Gejiu,CN,23.306,103.1635,54.52,97,52,3.76,broken clouds
455,Concarneau,FR,47.875,-3.9225,56.19,89,75,8.39,broken clouds
456,Saint-Raphael,HT,19.4333,-72.2,78.17,69,79,4.76,broken clouds
457,Qui Nhon,VN,13.7667,109.2333,76.53,91,94,5.17,overcast clouds
458,Okhotsk,RU,59.3833,143.3,33.93,73,8,12.48,clear sky
459,Psedakh,RU,43.4672,44.5692,45.0,96,100,3.69,overcast clouds
460,Krasnyy Chikoy,RU,50.3643,108.7512,35.2,89,0,4.41,clear sky
461,Bisira,PA,8.5196,-81.7115,70.2,76,84,0.98,broken clouds
462,Gambo,CF,4.6482,22.2633,70.21,97,100,5.03,light rain
463,Pueblo Nuevo,MX,23.3833,-105.3833,81.3,21,0,9.04,clear sky
464,Svetlyy,RU,54.675,20.1347,48.25,89,94,7.56,overcast clouds
465,Asau,RO,46.4333,26.4,51.28,74,78,1.3,broken clouds
466,Port Blair,IN,11.6667,92.75,82.44,78,75,8.05,mist
467,Mae Sot,TH,16.7167,98.5667,75.2,94,100,1.1,overcast clouds
468,Dauphin,CA,51.1494,-100.0502,68.14,60,100,9.22,overcast clouds
469,Lima,PE,-12.0432,-77.0282,72.39,79,0,10.36,clear sky
470,Odessa,UA,46.4775,30.7326,52.05,53,34,3.87,scattered clouds
471,Puerto Leguizamo,CO,-0.1934,-74.7819,73.89,88,100,1.95,overcast clouds
472,Saint-Joseph,RE,-21.3667,55.6167,71.98,79,28,10.27,scattered clouds
473,Vardo,NO,70.3705,31.1107,36.25,75,37,28.07,scattered clouds
474,Jacksonville,US,30.3322,-81.6556,88.09,39,40,25.32,scattered clouds
475,Foligno,IT,42.944,12.7011,59.13,73,100,6.76,overcast clouds
476,Careiro Da Varzea,BR,-3.2003,-59.8119,84.83,92,93,2.53,overcast clouds
477,Nanga Eboko,CM,4.6833,12.3667,71.2,96,100,2.84,light rain
478,Tarpon Springs,US,28.1461,-82.7568,86.22,75,0,5.99,clear sky
479,Miandrivazo,MG,-19.5167,45.4667,77.23,76,64,2.01,broken clouds
480,Pingliang,CN,35.5392,106.6861,57.2,85,74,1.72,broken clouds
481,Swift Current,CA,50.2834,-107.8014,56.21,54,100,12.66,overcast clouds
482,Vychegodskiy,RU,61.247,46.8984,48.65,76,56,9.82,broken clouds
483,Oranjestad,AW,12.524,-70.027,84.15,70,20,21.85,few clouds
484,Osa,RU,57.2829,55.4567,42.66,80,36,4.34,scattered clouds
485,Khandbari,NP,27.3747,87.2039,68.97,78,86,2.62,overcast clouds
486,Casalecchio Di Reno,IT,44.4756,11.2759,60.44,92,20,3.44,mist
487,Mecca,SA,21.4267,39.8261,76.78,50,0,8.19,clear sky
488,Caronport,CA,50.4501,-105.8179,53.78,84,100,15.64,overcast clouds
489,Port Macquarie,AU,-31.4333,152.9167,49.89,65,85,6.85,overcast clouds
490,Salalah,OM,17.0151,54.0924,79.95,82,9,6.13,clear sky
491,Yokadouma,CM,3.5167,15.05,70.38,90,32,2.21,scattered clouds
492,Grindavik,IS,63.8424,-22.4338,46.35,87,75,21.85,light intensity drizzle
493,Strandby,DK,57.4915,10.4961,44.42,80,10,4.59,clear sky
494,Hovd,MN,48.0056,91.6419,58.93,32,98,11.1,overcast clouds
495,Galle,LK,6.0367,80.217,81.93,86,100,11.83,overcast clouds
496,Seguela,CI,7.9611,-6.6731,79.7,68,97,3.76,light rain
497,Chihuahua,MX,28.5,-106.0,91.36,6,0,11.61,clear sky
498,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,82,75,2.75,broken clouds
499,Waingapu,ID,-9.6567,120.2641,79.18,86,21,10.36,few clouds
500,Necochea,AR,-38.5473,-58.7368,66.74,58,46,12.35,scattered clouds
501,Ingham,US,42.6,-84.3833,65.93,30,0,10.36,clear sky
502,San Patricio,US,28.017,-97.5169,99.32,41,0,16.24,clear sky
503,Kozhva,RU,65.1073,57.0459,36.88,96,90,6.58,overcast clouds
504,Nanortalik,GL,60.1432,-45.2371,40.15,73,100,7.02,overcast clouds
505,Sambava,MG,-14.2667,50.1667,75.52,86,18,6.8,light rain
506,Grimshaw,CA,56.1834,-117.6027,38.82,81,100,20.71,light rain
507,Ambovombe,MG,-25.1667,46.0833,71.17,88,73,2.73,broken clouds
508,Chiesanuova,SM,43.9045,12.4214,53.78,93,91,3.69,overcast clouds
509,Itarantim,BR,-15.6597,-40.0656,72.25,86,92,5.97,overcast clouds
510,Yarmouth,US,41.7057,-70.2286,50.14,78,0,28.99,clear sky
511,Freeport,US,40.6576,-73.5832,48.47,82,100,23.02,mist
512,Muromtsevo,RU,56.3724,75.2418,32.36,54,15,5.7,few clouds
513,San Juan,AR,-31.5375,-68.5364,75.36,21,100,7.99,overcast clouds
514,Walvis Bay,NA,-22.9575,14.5053,56.35,76,0,3.44,clear sky
515,Concordia,AR,-31.393,-58.0209,65.25,81,7,3.49,clear sky
516,Safaga,EG,26.7292,33.9365,76.75,31,10,12.08,clear sky
517,Marrakesh,MA,31.6315,-8.0083,82.47,24,0,11.5,clear sky
518,Bhilwara,IN,25.35,74.6333,87.78,15,0,7.63,clear sky
519,Monrovia,LR,6.3005,-10.7969,80.2,83,100,9.86,light rain
520,Nizhniy Kuranakh,RU,58.8353,125.4869,35.64,81,46,6.87,scattered clouds
521,Nyurba,RU,63.2842,118.3319,37.27,81,100,8.28,overcast clouds
522,Puerto Escondido,MX,15.85,-97.0667,89.35,46,99,9.66,overcast clouds
523,Lansdale,US,40.2415,-75.2838,47.61,91,100,19.57,mist
524,Rancho Veloz,CU,22.8806,-80.3917,86.63,54,81,2.35,light rain
525,Male,MV,4.1748,73.5089,84.15,89,75,12.66,broken clouds
526,Cedar City,US,37.6775,-113.0619,76.17,18,0,18.41,clear sky
527,Sinnamary,GF,5.3833,-52.95,79.23,85,85,9.91,overcast clouds
528,Tocache,PE,-8.1842,-76.5125,83.16,71,27,2.53,scattered clouds
529,Oktyabrskoye,RU,43.0645,44.7417,42.94,93,100,6.71,overcast clouds
530,Dolinsk,RU,47.35,142.8,34.47,98,100,5.35,snow
531,Vaasa,FI,63.096,21.6158,42.82,49,0,11.5,clear sky
532,Sorong,ID,-0.8833,131.25,79.41,85,57,3.85,broken clouds
533,Noumea,NC,-22.2763,166.4572,75.0,99,70,12.91,broken clouds
534,Chapleau,CA,47.8405,-83.4034,61.54,21,9,4.74,clear sky
535,Ouesso,CG,1.6136,16.0517,70.81,98,100,2.8,overcast clouds
536,Khilok,RU,51.3674,110.4676,37.67,85,60,4.94,broken clouds
537,Aripuana,BR,-9.1667,-60.6333,79.61,80,99,2.08,overcast clouds
538,Japura,ID,-0.3167,102.35,76.1,97,100,2.44,overcast clouds
539,Xuanhua,CN,40.6103,115.0447,44.13,86,100,5.44,moderate rain
540,Vallenar,CL,-28.5708,-70.7581,68.5,54,100,6.51,overcast clouds
541,Tautira,PF,-17.7333,-149.15,80.47,77,7,1.32,clear sky
542,Mogadishu,SO,2.0371,45.3438,82.08,81,70,15.66,light rain
543,Saint-Augustin,CA,51.226,-58.6502,41.23,46,100,14.12,overcast clouds
544,Lata,PT,40.1629,-8.3327,59.86,65,100,0.96,overcast clouds
545,Edd,ER,13.9297,41.6925,83.35,81,61,11.7,broken clouds
546,Banfora,BF,10.6333,-4.7667,84.54,54,22,4.29,few clouds
547,Juneau,US,58.3019,-134.4197,48.97,82,75,8.05,broken clouds
548,Najran,SA,17.4924,44.1277,81.25,40,30,7.0,scattered clouds
549,Taksimo,RU,56.3444,114.8794,40.1,58,100,1.83,overcast clouds
550,Lyubytino,RU,58.8122,33.3922,48.69,93,42,8.01,scattered clouds
551,Capitan Bado,PY,-23.2667,-55.5333,66.85,67,6,4.83,clear sky
552,Masindi,UG,1.6744,31.715,66.83,79,79,3.33,broken clouds
553,Mandera,KE,3.9366,41.867,82.35,64,100,12.24,overcast clouds
554,Batemans Bay,AU,-35.7167,150.1833,50.09,76,0,7.09,clear sky
555,Semnan,IR,35.5729,53.3971,71.44,30,55,4.61,broken clouds
556,Bathsheba,BB,13.2167,-59.5167,83.01,74,40,10.36,scattered clouds
557,Naze,JP,28.3667,129.4833,70.72,81,100,7.11,overcast clouds
558,Albox,ES,37.3886,-2.1495,60.33,66,6,1.59,clear sky
559,Moyale,KE,3.5167,39.0584,67.89,78,91,4.18,overcast clouds
560,Sri Aman,MY,1.2376,111.4621,77.09,94,99,1.14,overcast clouds
561,Lasa,IT,46.6166,10.7002,54.48,95,100,2.98,overcast clouds
562,Hit,IQ,33.6416,42.8251,68.65,32,1,3.38,clear sky
563,Namikupa,TZ,-10.8333,39.6,68.4,98,16,1.25,few clouds
564,Yulara,AU,-25.2406,130.9889,42.64,61,0,5.75,clear sky
565,Zhangye,CN,38.9342,100.4517,57.31,34,100,10.47,light rain
566,Ust-Kan,RU,50.9276,84.761,33.84,87,100,5.88,light snow
567,Khobi,GE,42.3156,41.8987,51.46,96,100,5.06,overcast clouds
568,Noyabrsk,RU,63.1994,75.4507,11.17,94,60,7.74,broken clouds
569,Avera,US,33.194,-82.5271,73.54,49,84,16.35,broken clouds
570,Ust-Maya,RU,60.4167,134.5333,35.74,99,100,2.13,overcast clouds
571,Zhanaozen,KZ,43.3,52.8,65.32,80,84,4.09,broken clouds
572,Pangody,RU,65.85,74.4859,6.71,96,10,6.93,clear sky
573,Villablino,ES,42.9393,-6.3194,60.82,77,94,3.06,overcast clouds
574,Cururupu,BR,-1.8283,-44.8683,76.15,93,95,3.15,overcast clouds
575,Madimba,TZ,-10.4,40.3333,75.49,88,8,8.81,clear sky
576,Alyangula,AU,-13.8483,136.4192,69.67,94,33,0.0,scattered clouds
577,Kaeo,NZ,-35.1,173.7833,60.75,77,7,3.24,clear sky
578,Kijini,TZ,-5.85,39.3167,78.06,84,92,11.27,overcast clouds
579,Matara,LK,5.9485,80.5353,79.77,92,100,10.11,overcast clouds
580,Kargasok,RU,59.0556,80.8572,23.2,83,99,11.95,overcast clouds
581,Nemuro,JP,43.3236,145.575,43.54,99,100,19.48,light rain
582,Polis,CY,35.0367,32.4264,60.62,65,0,3.15,clear sky
583,Churapcha,RU,62.0025,132.4325,33.22,87,100,2.98,overcast clouds
584,Kimbe,PG,-5.5502,150.1429,77.85,90,8,3.22,clear sky
585,Liverpool,GB,53.4106,-2.9779,57.15,80,40,6.91,scattered clouds
586,Arenal,CO,8.4593,-73.9433,89.74,58,76,3.89,broken clouds
587,Keflavik,IS,64.0049,-22.5624,46.31,87,75,21.85,light rain
588,Tufanganj,IN,26.3167,89.6667,77.23,69,0,4.18,clear sky
589,Zharkent,KZ,44.1628,80.0,65.19,62,15,4.27,few clouds
590,Saint-Georges,GD,12.0564,-61.7485,83.88,74,20,17.27,few clouds
591,Karanja,IN,20.4833,77.4833,90.61,25,17,3.13,few clouds
592,Nizwa,OM,22.9333,57.5333,80.62,36,0,3.62,clear sky
593,Svetlaya,RU,46.5389,138.3297,42.37,86,100,4.97,overcast clouds
594,Potosi,BO,-19.5836,-65.7531,52.07,39,28,10.18,scattered clouds
595,Todos Santos,MX,23.45,-110.2167,75.34,53,0,8.3,clear sky
596,Silleda,ES,42.696,-8.2465,62.94,63,100,1.66,overcast clouds
597,Nantucket,US,41.2835,-70.0995,51.91,82,20,28.77,few clouds
598,Mafinga,TZ,-7.25,35.0667,69.73,58,68,6.55,broken clouds
599,Iwanai,JP,42.9744,140.5089,45.41,84,94,14.58,overcast clouds
600,Opuwo,NA,-18.0607,13.84,63.97,39,2,5.19,clear sky
601,Jibuti,DJ,11.5,42.5,79.92,60,52,8.84,broken clouds
602,Cobija,BO,-11.0267,-68.7692,87.98,51,27,4.61,scattered clouds
603,Sisimiut,GL,66.9395,-53.6735,33.08,61,2,8.7,clear sky
604,Caravelas,BR,-17.7125,-39.2481,74.01,90,92,11.61,overcast clouds
605,Atar,MR,20.5169,-13.0499,92.5,10,6,7.07,clear sky
606,Porto Novo,BJ,6.4965,2.6036,84.02,83,43,4.92,scattered clouds
607,Tikhvin,RU,59.6451,33.5294,49.14,91,50,9.46,light rain
608,Kanigoro,ID,-8.13,112.219,73.69,94,93,2.59,overcast clouds
609,Biharamulo,TZ,-2.6319,31.3089,61.59,86,12,2.13,few clouds
610,Ranong,TH,9.9658,98.6348,79.03,89,100,4.9,moderate rain
611,Inhambane,MZ,-23.865,35.3833,71.15,81,0,5.44,clear sky
612,Vila Velha,BR,-20.3297,-40.2925,76.95,73,20,12.66,few clouds
613,Sarany,RU,58.5,58.8833,36.43,90,20,4.36,few clouds
614,Souillac,MU,-20.5167,57.5167,75.58,83,40,8.05,scattered clouds
615,Nova Cruz,BR,-6.4781,-35.4339,74.7,93,100,5.53,overcast clouds
616,Moose Factory,CA,51.2585,-80.6094,50.0,43,0,16.11,clear sky
617,Sitka,US,57.0531,-135.33,48.09,66,40,10.36,scattered clouds
618,Show Low,US,34.2542,-110.0298,77.07,13,0,26.46,clear sky
619,Kermanshah,IR,34.3142,47.065,56.3,41,75,13.8,broken clouds
620,Oranjemund,NA,-28.55,16.4333,54.95,88,0,7.78,clear sky
621,Mount Isa,AU,-20.7333,139.5,58.77,51,0,9.22,clear sky
622,Raudeberg,NO,61.9875,5.1352,41.67,77,89,14.56,light rain
623,Pozo Colorado,PY,-23.4923,-58.7972,76.64,44,3,2.46,clear sky
624,Hay River,CA,60.8156,-115.7999,33.78,100,100,16.11,light rain
625,San Pedro De Ycuamandiyu,PY,-24.0917,-57.0764,75.11,43,17,5.08,few clouds
626,Novoye Leushino,RU,56.8073,40.5144,46.49,75,36,7.92,scattered clouds
627,Dunedin,NZ,-45.8742,170.5036,59.81,64,100,1.01,moderate rain
628,Koumac,NC,-20.5667,164.2833,74.77,71,79,3.96,broken clouds
629,North Bend,US,43.4065,-124.2243,56.25,78,40,13.8,scattered clouds
630,Takoradi,GH,4.8845,-1.7554,81.54,80,91,7.07,overcast clouds
631,Bilma,NE,18.6853,12.9164,94.91,12,100,5.95,overcast clouds
632,Maneadero,MX,31.7167,-116.5667,66.09,77,15,3.0,few clouds
633,Altay,CN,47.8667,88.1167,56.14,56,13,2.93,few clouds
634,San Andres,CO,12.5847,-81.7006,86.02,74,40,10.36,scattered clouds
635,Pecos,US,31.4229,-103.4932,103.03,4,0,14.97,clear sky
636,Ojinaga,MX,29.5667,-104.4167,102.58,12,0,4.61,clear sky
637,Peruibe,BR,-24.32,-46.9983,66.67,74,94,2.48,overcast clouds
638,Rantauprapat,ID,2.1,99.8333,75.27,87,100,1.34,light rain
639,The Pas,CA,53.8251,-101.2541,55.42,76,75,6.91,broken clouds
640,Mehriz,IR,31.5917,54.4318,68.5,41,76,7.38,broken clouds
641,Praia,CV,14.9215,-23.5087,73.94,68,75,24.16,broken clouds
642,Keskin,TR,39.6731,33.6136,40.06,81,15,3.58,few clouds
643,Coahuayana,MX,18.7333,-103.6833,87.48,49,78,8.39,broken clouds
644,Haapsalu,EE,58.9431,23.5414,42.03,86,100,10.71,overcast clouds
645,Puerto Lempira,HN,15.2667,-83.7667,89.74,70,40,5.75,scattered clouds
646,Angoche,MZ,-16.2325,39.9086,73.35,82,27,5.32,scattered clouds
647,Chekhov,RU,55.1431,37.4711,55.35,86,67,7.18,broken clouds
648,Santa Cruz De Tenerife,ES,28.4682,-16.2546,70.72,86,20,8.05,few clouds
649,Parrita,CR,9.5201,-84.3225,84.43,71,34,6.04,scattered clouds
650,Pringsewu,ID,-5.3582,104.9744,74.44,96,100,2.08,overcast clouds
651,Taltal,CL,-25.4,-70.4833,60.53,82,58,2.8,broken clouds
652,Bermeo,ES,43.4209,-2.7215,59.49,90,10,1.81,clear sky
653,Kudahuvadhoo,MV,2.6708,72.8944,83.86,78,100,13.67,overcast clouds
654,Abohar,IN,30.15,74.1833,90.39,16,0,2.15,clear sky
655,Salou,ES,41.0766,1.1416,64.24,65,0,6.91,clear sky
656,Buta,CD,2.7858,24.73,72.16,87,82,2.46,broken clouds
657,Qaqortoq,GL,60.7167,-46.0333,44.04,61,100,6.58,overcast clouds
658,Pachino,IT,36.7186,15.0907,60.93,82,87,10.65,overcast clouds
659,Brigantine,US,39.4101,-74.3646,49.05,95,100,20.71,mist
660,Khandyga,RU,62.6667,135.6,32.2,88,100,1.79,overcast clouds
661,Gastello,RU,49.1167,142.9667,32.72,99,100,19.75,heavy snow
662,Eyl,SO,7.9803,49.8164,82.76,82,52,11.07,broken clouds
663,Kruisfontein,ZA,-34.0033,24.7314,55.89,79,100,6.71,overcast clouds
664,Ouegoa,NC,-20.35,164.4333,75.88,72,58,15.66,broken clouds
665,Ewa Beach,US,21.3156,-158.0072,82.35,60,20,16.11,few clouds
666,Guayaramerin,BO,-10.8368,-65.3614,85.77,52,37,3.44,scattered clouds
667,Ramkola,IN,26.9042,83.8411,86.02,42,32,8.41,scattered clouds
668,Vestmanna,FO,62.1564,-7.1664,43.72,81,100,5.75,overcast clouds
669,Merauke,ID,-8.4667,140.3333,78.66,91,100,10.13,moderate rain
670,Savannah Bight,HN,16.45,-85.85,82.92,81,96,15.61,overcast clouds
671,Fort Nelson,CA,58.8053,-122.7002,40.59,70,100,14.97,light rain
672,Bangassou,CF,4.7413,22.8184,69.66,99,100,5.3,light rain
673,Karasburg,NA,-28.0167,18.75,47.05,68,0,11.81,clear sky
674,Ylivieska,FI,64.0833,24.55,37.89,67,5,7.83,clear sky
675,Ivanivka,UA,46.7208,34.553,46.74,62,0,3.78,clear sky
676,Nokaneng,BW,-19.6667,22.2667,66.74,31,5,5.7,clear sky
677,Acajutla,SV,13.5928,-89.8275,85.82,67,64,7.54,broken clouds
678,Kemi,FI,65.8596,24.8228,37.17,48,0,4.61,clear sky
679,Inta,RU,66.0317,60.1659,38.08,97,100,12.73,overcast clouds
680,Vanino,RU,49.0869,140.2543,35.74,89,100,16.22,overcast clouds
681,Usinsk,RU,65.9939,57.5281,35.6,100,100,12.21,overcast clouds
682,Kijang,KR,35.2442,129.2139,58.73,64,65,15.99,broken clouds
683,Rawlins,US,41.7911,-107.2387,48.09,57,100,13.8,overcast clouds
684,Sayyan,YE,15.1718,44.3244,67.15,34,86,3.13,overcast clouds
685,Ken Caryl,US,39.5773,-105.1169,87.67,12,72,24.0,broken clouds
686,West Bay,KY,19.3667,-81.4167,87.01,72,20,10.36,few clouds
687,Dinguiraye,GN,11.3,-10.7167,87.15,39,21,4.41,few clouds
688,Leshukonskoye,RU,64.8989,45.7622,43.32,87,36,9.84,scattered clouds
689,Bud,US,39.447,-86.1758,68.83,50,77,13.51,broken clouds
690,Namatanai,PG,-3.6667,152.4333,81.1,80,51,8.66,broken clouds
691,Sonoita,MX,31.85,-112.8333,91.81,9,2,26.15,clear sky
692,Broken Hill,AU,-31.95,141.4333,44.31,87,0,3.44,clear sky
693,Kilis,TR,36.7161,37.115,57.43,71,14,5.61,few clouds
694,Fershampenuaz,RU,53.5202,59.8117,41.18,37,2,4.43,clear sky
695,Poum,NC,-20.2333,164.0167,76.87,71,55,18.32,broken clouds
696,Maragogi,BR,-9.0122,-35.2225,77.05,84,57,6.85,broken clouds
697,Kotelnich,RU,58.3089,48.348,45.25,69,10,8.03,clear sky
